Bigram 			 cStar 			 Probability 
('Richard', 'W.') 		 0.01119601919317576 		 0.0005331437711036076
('W.', 'Lock') 		 0.005337128624799858 		 0.0003558085749866572
('Lock', ',') 		 0.0003566969859104691 		 0.0003566969859104691
(',', 'retired') 		 1.326343381389253 		 0.000655307994757536
('retired', 'vice') 		 0.0032056990204808546 		 0.00035618878005342833
('vice', 'president') 		 0.11868597668668315 		 0.0021193924408336277
('president', 'and') 		 0.7268258426966292 		 0.008075842696629214
('and', 'treasurer') 		 0.3232532229826516 		 0.0004774789113480821
('treasurer', 'of') 		 0.0010697093956141914 		 0.00035656979853806385
('of', 'Owens-Illinois') 		 0.2866748166259169 		 0.0003056234718826406
('Owens-Illinois', 'Inc.') 		 0.0003566969859104691 		 0.0003566969859104691
('Inc.', ',') 		 0.27947675446349657 		 0.005479936362029344
(',', 'was') 		 13.79397116644823 		 0.006815203145478375
('was', 'named') 		 1.3016779103961253 		 0.007438159487977858
('named', 'a') 		 0.11071870033551122 		 0.0019424333392194949
('a', 'director') 		 2.3513251454427926 		 0.004040077569489335
('director', 'of') 		 0.16353982300884956 		 0.0037168141592920354
('of', 'this') 		 7.740220048899755 		 0.008251833740831296
('this', 'transportation') 		 0.047919957872564506 		 0.000526592943654555
('transportation', 'industry') 		 0.0017822135091783995 		 0.0003564427018356799
('industry', 'supplier') 		 0.004271982912068352 		 0.000355998576005696
('supplier', ',') 		 0.0003566969859104691 		 0.0003566969859104691
(',', 'increasing') 		 3.7137614678899085 		 0.001834862385321101
('increasing', 'its') 		 0.0099644128113879 		 0.0007117437722419929
('its', 'board') 		 0.7872711421098518 		 0.006102877070619006
('board', 'to') 		 1.2257200267916946 		 0.003348961821835231
('to', 'six') 		 0.6225419664268586 		 0.0009592326139088729
('six', 'members') 		 0.004808548530721282 		 0.0005342831700801424
('John', 'J.') 		 0.022835900159320233 		 0.0005310674455655868
('J.', 'Phelan') 		 0.009232954545454546 		 0.0003551136363636364
('Phelan', 'Jr.') 		 0.0010697093956141914 		 0.00035656979853806385
('Jr.', ',') 		 0.13915512957046502 		 0.004969826056088037
(',', 'chairman') 		 49.87051114023591 		 0.024639580602883356
('chairman', 'of') 		 20.325324675324676 		 0.03668831168831169
('of', 'the') 		 38.271088019559905 		 0.040800733496332516
('the', 'Big') 		 1.0162023877202957 		 0.0007106310403638431
('Big', 'Board') 		 0.006414825374198147 		 0.0010691375623663579
('Board', ',') 		 0.012802275960170697 		 0.0007112375533428165
(',', 'asserts') 		 0.5305373525557012 		 0.0002621231979030144
('asserts', 'that') 		 0.0003566969859104691 		 0.0003566969859104691
('that', '``') 		 0.35067371652737506 		 0.0013644891693672181
('``', '1988') 		 0.08472839084386743 		 0.00034164673727365904
('1988', 'and') 		 0.0010697093956141914 		 0.00035656979853806385
('and', '1989') 		 0.21550214865510106 		 0.0003183192742320548
('1989', 'have') 		 0.0007132667617689016 		 0.0003566333808844508
('have', 'been') 		 0.08192090395480225 		 0.0014124293785310734
('been', 'two') 		 0.013465627214741318 		 0.00035435861091424523
('two', 'of') 		 0.0106458481192335 		 0.00035486160397445
('of', 'the') 		 38.271088019559905 		 0.040800733496332516
('the', 'least') 		 0.6097214326321774 		 0.00042637862421830583
('least', 'volatile') 		 0.0021382751247327157 		 0.0003563791874554526
('volatile', 'years') 		 0.0003566969859104691 		 0.0003566969859104691
('years', 'in') 		 0.01768033946251768 		 0.0003536067892503536
('in', 'the') 		 5.597150041911148 		 0.01559094719195306
('the', 'last') 		 1.0162023877202957 		 0.0007106310403638431
('last', '30') 		 0.011704202872849796 		 0.0003546728143287817
('30', 'or') 		 0.0010697093956141914 		 0.00035656979853806385
('or', '40') 		 0.019780996114447193 		 0.00035323207347227127
('40', 'years') 		 0.0016045640934212871 		 0.0005348546978070957
("''", 'In') 		 0.20608859244056782 		 0.0008551393877201984
('In', 'January') 		 0.02336283185840708 		 0.0005309734513274337
('January', ',') 		 0.0042765502494654314 		 0.0007127583749109052
(',', 'American') 		 0.5305373525557012 		 0.0002621231979030144
('American', 'Medical') 		 0.011727078891257996 		 0.0005330490405117271
('Medical', 'brought') 		 0.0007132667617689016 		 0.0003566333808844508
('brought', 'in') 		 0.00142602495543672 		 0.00035650623885918
('in', 'a') 		 1.4444258172673932 		 0.00402347024308466
('a', 'new') 		 1.9751131221719458 		 0.003393665158371041
('new', 'chief') 		 0.0465444287729196 		 0.0007052186177715092
('chief', 'executive') 		 5.408902691511387 		 0.028467908902691512
('executive', 'officer') 		 3.750647109577222 		 0.01984469370146678
('officer', ',') 		 1.3403588225047902 		 0.009928583870405853
(',', 'Richard') 		 0.7958060288335518 		 0.00039318479685452164
('Richard', 'A.') 		 0.007464012795450507 		 0.00035542918073573843
('A.', 'Gilleland') 		 0.007464012795450507 		 0.00035542918073573843
('Gilleland', ',') 		 0.0003566969859104691 		 0.0003566969859104691
(',', '45') 		 1.0610747051114024 		 0.0005242463958060288
('45', ',') 		 0.0017822135091783995 		 0.0003564427018356799
(',', 'who') 		 16.97719528178244 		 0.008387942332896461
('who', 'will') 		 0.15462833099579243 		 0.0015778401122019635
