('NNP', ',')			0.1967935871743487
(',', 'RB')			0.04030161206448258
('RB', 'JJ')			0.07702100572883513
('JJ', 'NN')			0.5435063258455978
('NN', ',')			0.11097099621689786
(',', 'VBZ')			0.024440977639105563
('VBZ', 'RB')			0.09396485867074103
('RB', 'DT')			0.04392106938255888
('DT', 'NN')			0.5094639732781931
('NN', 'POS')			0.019275806161052064
('POS', 'JJ')			0.18120805369127516
('NN', '.')			0.07953521887948117
('.', 'NNP')			0.22855879752431477
('.', 'NNS')			0.03404067197170645
('NNS', 'IN')			0.29625639644492324
('IN', 'NNS')			0.04703530979347102
('IN', 'NNP')			0.21092604930046635
('NNP', 'NNP')			0.2936539746158985
(',', 'WP')			0.011960478419136765
('WP', 'VBD')			0.26993865030674846
('VBD', 'VBG')			0.03156510302498904
('VBG', '$')			0.013440860215053764
('$', 'CD')			0.9848866498740554
('CD', 'TO')			0.022381756756756757
('TO', '$')			0.013539651837524178
('CD', 'DT')			0.010557432432432432
(',', 'VBD')			0.050182007280291215
('VBD', 'VBN')			0.08943445857080227
('VBN', 'WRB')			0.008683068017366137
('WRB', 'DT')			0.2947761194029851
('NN', 'VBD')			0.04539722572509458
('VBD', 'IN')			0.11223147742218326
('NNP', 'CC')			0.03674014696058784
('CC', 'DT')			0.1332533013205282
('DT', 'NNS')			0.04310481946874503
('NNS', 'VBD')			0.055750067330999194
('VBD', 'TO')			0.06269180184129768
('TO', 'NNP')			0.06576402321083172
('NNP', '.')			0.0550434201736807
('.', 'DT')			0.2564102564102564
('DT', 'MD')			0.0014315253698107206
('MD', 'VB')			0.844578313253012
('VB', 'JJ')			0.053553553553553554
('NN', 'IN')			0.2673392181588903
('CC', 'CD')			0.02220888355342137
('CD', 'JJ')			0.048564189189189186
('JJ', 'NNS')			0.17764007229537826
('NNS', 'WP')			0.00915701589011581
('WP', 'IN')			0.012269938650306749
('NNP', 'VBD')			0.07201068804275217
('VBD', 'PRP$')			0.018851380973257344
('PRP$', 'NNS')			0.15433070866141732
('IN', 'DT')			0.34950033311125916
('DT', 'NNP')			0.10529664386829966
('NNP', 'NN')			0.08710754843019372
('NN', 'VBN')			0.009457755359394703
('VBN', 'IN')			0.3719247467438495
(',', 'DT')			0.12610504420176807
('.', 'IN')			0.121131741821397
(',', 'IN')			0.07956318252730109
('NN', 'NN')			0.17123040893532696
('NN', 'VBZ')			0.034318140875517926
('VBZ', 'JJ')			0.05042016806722689
('JJ', 'RB')			0.005163955589981926
('RB', 'TO')			0.03819223424570337
('TO', 'VB')			0.63571889103804
('VB', 'JJR')			0.0055055055055055055
('JJR', 'IN')			0.27835051546391754
('IN', 'PDT')			0.0006662225183211193
('PDT', 'DT')			0.8947368421052632
('DT', 'JJ')			0.22808970892317482
('POS', 'NN')			0.43456375838926176
('VBD', '.')			0.06882946076282333
('NNP', 'VBZ')			0.024716098864395457
('IN', 'NN')			0.10872751499000666
('IN', 'VBG')			0.028514323784143904
('VBG', 'DT')			0.2168458781362007
('IN', 'JJ')			0.0608927381745503
('NN', 'NNS')			0.06863628175103585
('VBG', 'RP')			0.026881720430107527
('RP', 'NNS')			0.06153846153846154
('IN', 'RBR')			0.00039973351099267156
('RBR', 'JJ')			0.514018691588785
('NNS', '.')			0.11015351467815783
('VBZ', 'VBN')			0.18792971734148206
('NN', 'CC')			0.04863988470545848
('CC', 'IN')			0.040216086434573826
('NNS', 'WDT')			0.015082143819014274
('WDT', 'VBD')			0.19948186528497408
('VBD', 'JJR')			0.010083296799649276
('.', '``')			0.0618921308576481
('``', 'PRP')			0.24516129032258063
('PRP', 'VBP')			0.12059064807219032
('VBP', 'RB')			0.11726384364820847
('RB', 'VBG')			0.03882877148313176
('VBG', 'PRP$')			0.03136200716845878
('NNS', 'TO')			0.046862375437651496
('VB', 'RP')			0.026526526526526525
('RP', 'TO')			0.07692307692307693
('TO', 'DT')			0.11089619600257898
('CC', 'VB')			0.04441776710684274
('VB', 'DT')			0.27677677677677676
(',', "''")			0.040821632865314615
("''", 'VBD')			0.2653061224489796
('VBD', 'NNP')			0.07277509864094696
('WP', 'VBZ')			0.2392638036809816
('VBZ', 'DT')			0.19556913674560733
('CC', 'NN')			0.17767106842737096
('.', 'VBN')			0.005747126436781609
('VBN', 'TO')			0.1309696092619392
('VB', 'PRP')			0.022022022022022022
('PRP', ',')			0.011484823625922888
(',', 'NN')			0.048621944877795115
('VBZ', 'CD')			0.026737967914438502
('CD', 'NNS')			0.21748310810810811
('NNS', 'VBP')			0.0627524912469701
('VBP', 'IN')			0.11400651465798045
('NN', 'RB')			0.017294181228607458
('RB', 'IN')			0.15404201145767027
(',', 'WDT')			0.042901716068642744
('WDT', 'VBZ')			0.3911917098445596
('CD', 'NN')			0.17947635135135134
('NN', 'JJ')			0.006755539542424789
('IN', '$')			0.009060626249167222
('CD', 'CC')			0.020692567567567568
('CC', '$')			0.00900360144057623
('NN', 'WRB')			0.004053323725454873
('WRB', 'NNS')			0.08208955223880597
('VB', '$')			0.021021021021021023
('VBN', 'DT')			0.07597684515195369
('NN', 'TO')			0.03170599891911367
('VB', 'WRB')			0.00850850850850851
('WRB', ',')			0.011194029850746268
(',', 'CD')			0.019760790431617263
('NNS', 'RB')			0.02639375168327498
('RB', ',')			0.09548058561425843
(',', 'PRP')			0.041341653666146644
('PRP', 'RB')			0.054142739950779326
('RB', 'VBD')			0.0668364099299809
('.', 'PRP')			0.0605658709106985
('PRP', 'VBD')			0.31091058244462677
('VBD', 'DT')			0.16440157825515125
('VBG', 'TO')			0.07347670250896057
('VB', 'IN')			0.10710710710710711
('IN', 'CD')			0.06489007328447702
('.', 'PRP$')			0.006631299734748011
('PRP$', 'JJ')			0.2503937007874016
('IN', 'WP')			0.003997335109926716
('VBD', 'WRB')			0.00789127575624726
('DT', 'VBN')			0.00795291872117067
('VBN', 'NN')			0.05861070911722142
('VBD', 'RB')			0.046470846120122755
('RB', 'VB')			0.1037555697008275
('VB', ':')			0.0025025025025025025
(':', 'NNS')			0.06648936170212766
('NNS', 'VBN')			0.020468623754376514
('VBN', ',')			0.03762662807525326
('VBN', 'CC')			0.008683068017366137
('VBD', '``')			0.008329679964927663
('PRP', 'MD')			0.20016406890894176
('MD', 'RB')			0.12891566265060242
('RB', "''")			0.0019096117122851686
("''", ':')			0.017006802721088437
(':', 'VBD')			0.02925531914893617
('VBN', 'RP')			0.031114327062228653
('RP', 'IN')			0.28205128205128205
('CC', 'VBN')			0.010804321728691477
('VB', ',')			0.00950950950950951
('PRP', 'VBZ')			0.15996718621821165
('.', 'RB')			0.04288240495137047
(',', 'NNP')			0.20722828913156527
('VBD', ',')			0.025427444103463395
('DT', '``')			0.0017496421186575474
('``', 'CD')			0.016129032258064516
('IN', 'WRB')			0.0014656895403064624
('WRB', 'PRP')			0.23880597014925373
('VBG', 'VBD')			0.002688172043010753
('NN', ':')			0.008557016753738066
(':', 'IN')			0.07712765957446809
('DT', 'CD')			0.020518530300620327
('RB', 'VBP')			0.025461489497135583
('VBP', 'VBG')			0.08143322475570032
('VBG', 'IN')			0.1388888888888889
('NNS', ',')			0.13143011042283867
(',', 'NNS')			0.02236089443577743
('VBP', 'VBN')			0.20195439739413681
('VBN', 'VBN')			0.0361794500723589
('VB', 'NN')			0.08158158158158157
('.', 'EX')			0.004420866489832007
('EX', 'VBP')			0.28888888888888886
('RB', 'NN')			0.015913430935709738
('CC', 'NNP')			0.13385354141656663
('NNP', 'NNPS')			0.012959251837007349
('NNPS', 'NNP')			0.3076923076923077
('NNP', 'IN')			0.04649298597194389
('``', 'NNS')			0.03870967741935484
('VBP', 'DT')			0.10912052117263844
('NN', 'DT')			0.006215096379030806
('NN', 'MD')			0.021347504954062332
('NNP', 'JJ')			0.011623246492985972
('VBD', 'CD')			0.035072336694432264
(',', 'PRP$')			0.005720228809152366
('PRP$', 'JJS')			0.01889763779527559
('JJS', 'NN')			0.363013698630137
('NNP', 'CD')			0.02124248496993988
('CD', '.')			0.03969594594594594
('VBD', 'PRP')			0.09074967119684349
('VBZ', 'TO')			0.07639419404125286
('VBZ', 'VBG')			0.09549274255156608
('CD', 'NNP')			0.022381756756756757
('NNP', 'NNS')			0.016700066800267203
(',', 'WRB')			0.017420696827873113
('JJ', 'TO')			0.020397624580428608
('VB', '``')			0.002002002002002002
('``', 'JJ')			0.06451612903225806
('JJ', ',')			0.020914020139426802
('.', 'JJ')			0.021662245800176835
